customerkey,Fullname,age,yearlyincome,numberchildrenathome,englisheducation,englishoccupation,numbercarsowned,City,Gender,MaritalStatus
19432,Armando Dominguez,40,20000.00,0,Partial College,Manual,1,Solingen,Male,Single
19433,Bridget Raje,46,30000.00,0,Bachelors,Clerical,0,Peterborough,Female,Married
19434,Geoffrey Ashe,41,30000.00,0,Bachelors,Clerical,0,Orleans,Male,Single
19435,Benjamin Thompson,41,30000.00,0,Bachelors,Clerical,0,Billericay,Male,Married
19436,Gregory Pal,46,30000.00,0,Bachelors,Clerical,0,Paris,Male,Married
19437,Kelsey Rai,41,40000.00,0,Graduate Degree,Clerical,0,Milton Keynes,Female,Single
19438,Shannon Hu,40,40000.00,0,Graduate Degree,Clerical,0,Berlin,Female,Married
19439,Franklin Xu,46,40000.00,0,Graduate Degree,Clerical,0,Eilenburg,Male,Single
19440,Alicia Sharma,47,40000.00,0,Graduate Degree,Clerical,0,Milton Keynes,Female,Married
19441,Dale She,47,40000.00,0,Graduate Degree,Clerical,0,Saint Ouen,Male,Single
19442,Connor Hill,36,50000.00,0,Graduate Degree,Skilled Manual,0,Villeneuve-d'Ascq,Male,Single
19443,Dominic Raman,58,20000.00,0,Partial College,Manual,1,Stuttgart,Male,Married
19444,Kayla Thomas,49,10000.00,2,High School,Manual,1,Bobigny,Female,Married
19445,Emma Thompson,49,10000.00,2,High School,Manual,1,Leeds,Female,Married
19446,Bridget Nath,48,40000.00,0,Graduate Degree,Clerical,0,Saint Ouen,Female,Married
19447,Yolanda Simpson,48,40000.00,0,Graduate Degree,Clerical,0,Dunkerque,Female,Married
19448,Meagan Fernandez,49,20000.00,1,Partial College,Manual,1,London,Female,Single
19449,Nuan Yuan,90,10000.00,0,High School,Manual,2,Braunschweig,Male,Married
19450,Keith Lal,48,30000.00,1,Bachelors,Clerical,0,Werne,Male,Married
19451,Pedro Sara,48,10000.00,4,Partial High School,Manual,0,Frankfurt am Main,Male,Single
19452,Jacob Anderson,49,40000.00,0,Bachelors,Clerical,0,Villeneuve-d'Ascq,Male,Married
19453,Veronica Rana,42,40000.00,0,Bachelors,Clerical,0,Berlin,Female,Married
19454,Roger Sharma,47,40000.00,0,Bachelors,Clerical,0,Neunkirchen,Male,Married
19455,Jack Perez,49,40000.00,0,Bachelors,Clerical,0,Kirkby,Male,Single
19456,Jesse Perez,89,20000.00,0,High School,Manual,1,Bottrop,Male,Married
19457,Jennifer Williams,89,30000.00,0,Partial College,Manual,1,Newcastle upon Tyne,Female,Single
19458,Tyrone Blanco,49,30000.00,1,Bachelors,Skilled Manual,1,Roncq,Male,Married
19459,Katie Yuan,49,30000.00,1,Bachelors,Skilled Manual,1,Warrington,Female,Married
19460,Arthur Diaz,51,30000.00,1,Bachelors,Skilled Manual,2,Morangis,Male,Married
19461,Nichole Shan,51,10000.00,3,Partial High School,Manual,2,Cambridge,Female,Single
19462,Paige Travers,46,20000.00,2,High School,Manual,2,Villeneuve-d'Ascq,Female,Single
19463,Cassandra Chandra,51,30000.00,1,Bachelors,Skilled Manual,2,Sèvres,Female,Married
19464,Tyrone Alonso,87,10000.00,0,High School,Manual,2,Paris,Male,Married
19465,Sierra Baker,88,10000.00,0,High School,Manual,2,Roubaix,Female,Single
19466,Morgan Lopez,53,10000.00,2,Partial High School,Manual,2,Kirkby,Female,Married
19467,Krista Alvarez,52,20000.00,3,High School,Manual,0,Maidenhead,Female,Single
19468,Ramon Lin,48,10000.00,2,Partial High School,Manual,2,Courbevoie,Male,Single
19469,Valerie Cai,55,10000.00,2,Partial High School,Manual,2,Paris,Female,Single
19470,Kelli Ye,48,20000.00,3,High School,Manual,1,West Sussex,Female,Single
19471,Bryant Martinez,53,20000.00,3,High School,Manual,1,Oxon,Male,Single
19472,Heidi Sara,46,20000.00,3,High School,Manual,3,Paderborn,Female,Single
19473,Roger Chande,47,20000.00,3,High School,Manual,4,Paris,Male,Single
19474,Jenny Luo,49,40000.00,0,Bachelors,Professional,0,Colomiers,Female,Single
19475,Mandy Ye,50,40000.00,0,Bachelors,Professional,0,Paris,Female,Married
19476,Sarah Anderson,43,40000.00,0,Bachelors,Professional,0,Werne,Female,Married
19477,Lance Rubio,49,40000.00,0,Bachelors,Professional,0,London,Male,Married
19478,Tasha Goel,50,60000.00,0,Graduate Degree,Skilled Manual,0,W. York,Female,Married
19479,Jessica Gray,47,20000.00,4,High School,Manual,1,Watford,Female,Single
19480,Lisa Zeng,48,30000.00,0,Partial College,Clerical,1,Courbevoie,Female,Married
19481,Darren Suarez,49,30000.00,0,Partial College,Clerical,1,Suresnes,Male,Married
19482,Andy Ortega,53,30000.00,0,Partial College,Clerical,1,Paderborn,Male,Married
19483,Michele Serrano,77,50000.00,0,Graduate Degree,Skilled Manual,0,Liverpool,Female,Married
19484,Willie Liang,52,30000.00,2,Partial College,Clerical,1,Paris,Male,Married
19485,Raul Shan,51,30000.00,2,Partial College,Clerical,1,Paris,Male,Single
19486,Melanie Price,53,40000.00,0,Bachelors,Skilled Manual,0,Kirkby,Female,Married
19487,Dwayne Gutierrez,52,30000.00,2,Partial College,Clerical,2,Boulogne-Billancourt,Male,Married
19488,Jamie Lin,53,30000.00,2,Partial College,Clerical,2,Les Ulis,Female,Single
19489,Alexandra Patterson,53,30000.00,2,Partial College,Clerical,2,Metz,Female,Single
19490,Kristina Smith,52,30000.00,2,Partial College,Clerical,2,Paris,Female,Single
19491,Stanley Prasad,43,30000.00,2,Partial College,Clerical,2,Roncq,Male,Single
19492,Andres Andersen,47,30000.00,2,Partial College,Clerical,2,Tremblay-en-France,Male,Single
19493,Karla Shan,52,40000.00,0,Bachelors,Skilled Manual,0,W. York,Female,Married
19494,Sergio Martinez,38,20000.00,4,High School,Manual,2,Paris,Male,Single
19495,Francis Gill,38,20000.00,4,High School,Manual,2,Paris,Male,Single
19496,Edgar Subram,36,30000.00,3,Partial College,Clerical,1,Frankfurt am Main,Male,Single
19497,Raul She,38,30000.00,3,Partial College,Clerical,2,London,Male,Single
19498,Christy Wang,38,30000.00,3,Partial College,Clerical,2,Warrington,Female,Single
19499,Shawn Black,52,40000.00,0,Bachelors,Skilled Manual,0,London,Male,Married
19500,Russell Shan,47,40000.00,0,Bachelors,Skilled Manual,0,Stoke-on-Trent,Male,Married
19501,Allison Edwards,47,30000.00,0,Partial College,Clerical,1,Solingen,Female,Married
19502,Felicia Carlson,48,40000.00,0,Bachelors,Skilled Manual,0,Milton Keynes,Female,Married
19503,Bridget Luo,54,40000.00,0,Bachelors,Skilled Manual,0,Verrieres Le Buisson,Female,Married
19504,Dominic Garcia,53,40000.00,0,Bachelors,Skilled Manual,1,Saint Ouen,Male,Married
19505,Gilbert She,39,30000.00,4,Partial College,Clerical,2,Berks,Male,Single
19506,Candice Lin,38,30000.00,4,Partial College,Clerical,3,London,Female,Single
19507,Raul Shen,39,30000.00,5,Partial College,Clerical,3,Paris,Male,Single
19508,Troy Rana,41,10000.00,0,Partial High School,Manual,2,Paris,Male,Married
19509,Nancy Suri,41,30000.00,0,Partial College,Clerical,1,Frankfurt,Female,Single
19510,Renee Torres,40,30000.00,0,Partial College,Clerical,1,London,Female,Single
19511,Marcus Ward,40,30000.00,0,Partial College,Clerical,1,Oxford,Male,Single
19512,Marco Kapoor,40,30000.00,0,Partial College,Clerical,1,W. York,Male,Married
19513,Jessie Liang,37,20000.00,0,Partial High School,Manual,2,London,Male,Married
19514,Kari Rodriguez,37,20000.00,0,Partial High School,Manual,2,Offenbach,Female,Single
19515,Nancy Garcia,36,30000.00,0,Partial College,Clerical,1,Chatou,Female,Single
19516,Kaitlyn Griffin,42,30000.00,0,Partial College,Clerical,1,Chatou,Female,Single
19517,Max Gomez,40,30000.00,0,Partial College,Clerical,1,Pantin,Male,Single
19518,Clifford Arun,40,30000.00,0,Partial College,Clerical,1,München,Male,Single
19519,Bianca Zhu,43,10000.00,0,Partial High School,Manual,2,Paris,Female,Single
19520,Kari Muñoz,38,20000.00,0,Partial High School,Manual,2,Peterborough,Female,Married
19521,Jaime Dominguez,44,20000.00,0,Partial High School,Manual,2,Pantin,Female,Single
19522,Christian Powell,37,20000.00,0,Partial High School,Manual,2,York,Male,Married
19523,Brittney Holt,39,30000.00,0,High School,Manual,1,London,Female,Single
19524,Denise Malhotra,39,30000.00,0,High School,Manual,1,Tremblay-en-France,Female,Single
19525,Hannah Flores,57,40000.00,0,Bachelors,Professional,1,Vancouver,Female,Single
19526,Angela Cooper,50,50000.00,0,Partial College,Skilled Manual,1,Shawnee,Female,Single
19527,Gabriel Adams,44,50000.00,0,Partial College,Skilled Manual,1,Victoria,Male,Single
19528,Bailey Hall,50,50000.00,0,Partial College,Skilled Manual,1,Beaverton,Female,Single
19529,Bailey Parker,44,60000.00,0,Graduate Degree,Professional,1,Spokane,Female,Single
19530,Lisa Liang,50,60000.00,0,Graduate Degree,Professional,1,Burlingame,Female,Single
19531,John Robinson,49,60000.00,0,Graduate Degree,Professional,1,Colma,Male,Single
19532,Victoria Brown,50,60000.00,0,Graduate Degree,Professional,1,Daly City,Female,Single
19533,Vanessa Long,50,60000.00,0,Graduate Degree,Professional,1,La Jolla,Female,Single
19534,Adrian Torres,50,60000.00,0,Graduate Degree,Professional,1,La Jolla,Male,Single
19535,Alex Mitchell,49,60000.00,0,Graduate Degree,Professional,1,National City,Male,Single
19536,Brooke Cooper,57,60000.00,0,Partial College,Skilled Manual,1,Victoria,Female,Married
19537,Michelle Brooks,51,60000.00,0,Partial College,Skilled Manual,1,Milwaukie,Female,Married
19538,Connor Hall,57,60000.00,0,Partial College,Skilled Manual,1,Olympia,Male,Married
19539,Latoya Raji,57,60000.00,0,Partial College,Skilled Manual,1,Colma,Female,Married
19540,Jade Richardson,57,60000.00,3,Bachelors,Professional,0,Kirkland,Female,Married
19541,Alexandra Cooper,58,60000.00,3,Bachelors,Professional,1,Westminster,Female,Married
19542,Robert Allen,57,70000.00,0,Graduate Degree,Professional,1,Salem,Male,Married
19543,Evan Torres,57,70000.00,5,Graduate Degree,Professional,3,Corvallis,Male,Married
19544,Katherine Price,58,70000.00,5,Graduate Degree,Professional,3,Spring Valley,Female,Married
19545,Garrett Watson,42,60000.00,0,Bachelors,Professional,1,National City,Male,Single
19546,Angel Campbell,59,60000.00,0,Bachelors,Professional,1,Vancouver,Male,Single
19547,Lauren Patterson,48,60000.00,0,Bachelors,Professional,1,Imperial Beach,Female,Married
19548,Kaitlyn Howard,58,60000.00,0,Bachelors,Professional,1,Berkeley,Female,Married
19549,Kevin Sharma,58,60000.00,0,Bachelors,Professional,1,Marysville,Male,Married
19550,Lucas Perez,53,60000.00,0,Bachelors,Professional,1,El Cajon,Male,Married
19551,Samuel Alexander,53,70000.00,4,Graduate Degree,Professional,0,Redmond,Male,Married
19552,Margaret Zhu,53,70000.00,4,Graduate Degree,Professional,2,Burien,Female,Married
19553,Karen Wang,58,70000.00,4,Graduate Degree,Professional,2,Cliffside,Female,Married
19554,Emmanuel Raman,53,70000.00,4,Bachelors,Professional,2,Cliffside,Male,Single
19555,Alejandro Liu,46,90000.00,0,Graduate Degree,Management,0,Geelong,Male,Married
19556,Shawna Andersen,46,90000.00,0,Graduate Degree,Management,0,Bendigo,Female,Married
19557,Bridget She,46,60000.00,2,Bachelors,Professional,1,St. Leonards,Female,Single
19558,Gloria Ortega,45,80000.00,4,Graduate Degree,Management,1,Bendigo,Female,Married
19559,Cedric Cai,39,80000.00,5,Graduate Degree,Management,2,Milsons Point,Male,Married
19560,Randall Martin,39,90000.00,0,Bachelors,Professional,0,Newcastle,Male,Married
19561,Orlando Serrano,45,90000.00,0,Bachelors,Professional,0,Lane Cove,Male,Married
19562,Leah Guo,46,60000.00,2,Bachelors,Professional,1,Milsons Point,Female,Single
19563,Robin Moreno,46,60000.00,2,Bachelors,Professional,1,Bendigo,Female,Married
19564,Lawrence Gutierrez,41,60000.00,2,Bachelors,Professional,1,Malabar,Male,Married
19565,Patricia Saunders,36,60000.00,2,Bachelors,Professional,1,Cranbourne,Female,Married
19566,Ruben Sara,49,70000.00,5,Bachelors,Professional,3,Hervey Bay,Male,Single
19567,Barbara Hu,50,70000.00,5,Bachelors,Professional,3,St. Leonards,Female,Married
19568,Candice Sun,45,120000.00,0,Graduate Degree,Management,1,North Sydney,Female,Married
19569,Kellie Torres,44,70000.00,5,Bachelors,Professional,4,Cloverdale,Female,Married
19570,Kristy Navarro,50,80000.00,5,Graduate Degree,Management,3,Malabar,Female,Married
19571,Sydney Johnson,44,80000.00,5,Graduate Degree,Management,3,Wollongong,Female,Single
19572,Melissa Bailey,44,80000.00,5,Graduate Degree,Management,3,Caloundra,Female,Married
19573,Deanna Rubio,44,80000.00,5,Graduate Degree,Management,3,Gold Coast,Female,Married
19574,Michele Ramos,51,80000.00,5,Graduate Degree,Management,3,Bendigo,Female,Single
19575,Marco Patel,39,80000.00,5,Bachelors,Professional,3,Wollongong,Male,Single
19576,Mackenzie Hill,49,90000.00,0,Bachelors,Professional,0,Hobart,Female,Single
19577,Martin Perez,43,90000.00,0,Bachelors,Professional,0,Seaford,Male,Married
19578,Max Rubio,51,60000.00,3,Bachelors,Professional,1,St. Leonards,Male,Married
19579,Dawn Zheng,51,60000.00,3,Bachelors,Professional,1,Sydney,Female,Married
19580,Eddie Sanz,51,60000.00,3,Bachelors,Professional,2,North Sydney,Male,Married
19581,Todd Ma,52,70000.00,5,Bachelors,Professional,4,Melbourne,Male,Married
19582,Bethany Luo,48,70000.00,5,Bachelors,Professional,4,Brisbane,Female,Single
19583,Jake Li,49,70000.00,5,Bachelors,Professional,4,Darlinghurst,Male,Married
19584,Terrance Sanchez,43,70000.00,0,Bachelors,Professional,1,Gold Coast,Male,Single
19585,Kristi Fernandez,48,70000.00,0,Bachelors,Professional,1,Hobart,Female,Single
19586,Alvin Sharma,47,70000.00,0,Bachelors,Professional,1,Rockhampton,Male,Single
19587,Alyssa Martin,49,80000.00,5,Bachelors,Professional,4,Sunbury,Female,Married
19588,Raymond Raman,46,80000.00,5,Bachelors,Professional,4,Warrnambool,Male,Married
19589,Jake Huang,52,60000.00,3,Bachelors,Professional,2,Silverwater,Male,Married
19590,Martin Subram,42,60000.00,4,Bachelors,Professional,3,Rockhampton,Male,Married
19591,Derek Raji,53,70000.00,0,Bachelors,Professional,1,Warrnambool,Male,Single
19592,Tara Xu,46,60000.00,2,Bachelors,Professional,2,Darlinghurst,Female,Single
19593,Carla Rana,51,60000.00,2,Bachelors,Professional,2,East Brisbane,Female,Single
19594,Suzanne Liu,51,70000.00,0,Bachelors,Professional,1,Rockhampton,Female,Single
19595,Carl Raji,52,70000.00,0,Bachelors,Professional,1,Seaford,Male,Single
19596,Allen Fernandez,46,70000.00,0,Bachelors,Professional,1,Darlinghurst,Male,Single
19597,Jay Martin,38,90000.00,4,Bachelors,Professional,0,Milsons Point,Male,Married
19598,Kaitlyn Powell,47,60000.00,0,Bachelors,Professional,1,Sydney,Female,Married
19599,Alvin Jai,48,60000.00,0,Partial College,Skilled Manual,1,Findon,Male,Married
19600,Lacey Andersen,55,60000.00,0,Partial College,Skilled Manual,1,Matraville,Female,Married
19601,Alfredo Suarez,54,60000.00,0,Partial College,Skilled Manual,1,Hawthorne,Male,Married
19602,Stanley Madan,49,100000.00,0,Bachelors,Professional,1,Matraville,Male,Single
19603,Tabitha Hernandez,50,100000.00,0,Bachelors,Professional,1,Matraville,Female,Single
19604,Wendy Blanco,50,110000.00,0,Graduate Degree,Management,1,North Ryde,Female,Single
19605,Brad Shan,49,60000.00,0,Partial College,Skilled Manual,1,St. Leonards,Male,Married
19606,Gabriel Parker,85,20000.00,0,High School,Skilled Manual,2,Hervey Bay,Male,Single
19607,Troy Subram,50,70000.00,0,Bachelors,Professional,1,Caloundra,Male,Single
19608,Harold Prasad,40,80000.00,5,Bachelors,Professional,4,Milsons Point,Male,Married
19609,Kari Martinez,51,70000.00,0,Bachelors,Professional,1,Geelong,Female,Single
19610,Deborah Andersen,52,90000.00,0,Bachelors,Professional,1,Coffs Harbour,Female,Married
19611,Meagan Prasad,51,70000.00,0,Bachelors,Professional,1,Coffs Harbour,Female,Single
19612,Marvin Sanz,46,70000.00,0,Bachelors,Professional,1,Hervey Bay,Male,Single
19613,Ruben Garcia,40,70000.00,0,Bachelors,Professional,2,Rockhampton,Male,Single
19614,Wyatt Williams,51,70000.00,0,Bachelors,Professional,2,Townsville,Male,Single
19615,Franklin Sun,47,60000.00,0,Partial College,Skilled Manual,1,Goulburn,Male,Single
19616,Stefanie Rana,53,60000.00,0,Partial College,Skilled Manual,1,Hobart,Female,Married
19617,Keith Nath,49,70000.00,4,Bachelors,Professional,2,Milsons Point,Male,Married
19618,Ross Johnsen,55,70000.00,4,Partial College,Skilled Manual,2,Townsville,Male,Married
19619,Eduardo Morris,54,70000.00,4,Partial College,Skilled Manual,2,Warrnambool,Male,Married
19620,Andy Vazquez,48,60000.00,0,Partial College,Skilled Manual,1,Goulburn,Male,Single
19621,Mariah Barnes,57,80000.00,4,Bachelors,Professional,1,Townsville,Female,Married
19622,Roger Yuan,58,90000.00,0,Bachelors,Professional,1,Lane Cove,Male,Married
19623,Cristina Tang,58,100000.00,0,Bachelors,Management,2,Newcastle,Female,Married
19624,Wesley Zhu,60,70000.00,0,Partial College,Skilled Manual,1,Rhodes,Male,Married
19625,Ivan Gonzalez,49,70000.00,0,Partial College,Skilled Manual,1,Hawthorne,Male,Single
19626,Bradley Anand,51,70000.00,4,Partial College,Skilled Manual,3,Goulburn,Male,Married
19627,Kari Blanco,57,70000.00,4,Partial College,Skilled Manual,3,Perth,Female,Married
19628,Holly Martinez,58,70000.00,0,Partial College,Skilled Manual,1,Warrnambool,Female,Single
19629,Theresa Carlson,61,70000.00,0,Partial College,Skilled Manual,1,East Brisbane,Female,Married
19630,Jodi Raje,60,80000.00,0,Partial College,Skilled Manual,1,Hervey Bay,Female,Married
19631,Timothy Scott,56,40000.00,0,Bachelors,Management,1,Coffs Harbour,Male,Married
19632,Lawrence Vazquez,67,10000.00,1,High School,Skilled Manual,2,Newcastle,Male,Single
19633,Destiny Gray,40,30000.00,0,High School,Skilled Manual,2,Glendale,Female,Single
19634,Gregory Nath,42,40000.00,0,High School,Skilled Manual,1,Chula Vista,Male,Married
19635,Dawn Shan,40,40000.00,0,High School,Skilled Manual,2,Beaverton,Female,Single
19636,Jessica Lee,40,40000.00,0,High School,Skilled Manual,2,Beaverton,Female,Married
19637,Eduardo Long,40,40000.00,0,High School,Skilled Manual,2,Bellingham,Male,Single
19638,Kimberly Peterson,36,30000.00,0,High School,Skilled Manual,2,W. Linn,Female,Married
19639,Victor Gill,37,30000.00,0,High School,Skilled Manual,2,Chula Vista,Male,Single
19640,Richard Walker,36,30000.00,0,High School,Skilled Manual,2,Port Hammond,Male,Married
19641,Richard Evans,37,30000.00,0,Partial High School,Clerical,2,Lake Oswego,Male,Single
19642,Kaylee Evans,38,30000.00,0,Partial High School,Clerical,2,Langley,Female,Single
19643,Jacqueline Watson,38,40000.00,0,High School,Skilled Manual,2,Portland,Female,Married
19644,Gloria Gill,39,30000.00,0,Partial High School,Clerical,2,Chula Vista,Female,Single
19645,Carlos Rogers,40,40000.00,0,High School,Skilled Manual,2,Port Hammond,Male,Married
19646,Ian Lee,37,30000.00,0,Partial High School,Clerical,2,Metchosin,Male,Single
19647,Hailey Sanders,37,30000.00,0,Partial High School,Clerical,2,Newton,Female,Single
19648,Lauren Hall,37,30000.00,0,Partial High School,Clerical,2,Royal Oak,Female,Single
19649,Elizabeth Martin,37,40000.00,0,High School,Skilled Manual,2,Kirkland,Female,Single
19650,Sabrina Sanz,78,30000.00,0,Partial College,Clerical,2,East Brisbane,Female,Married
19651,Jarrod Perez,78,40000.00,0,Bachelors,Management,2,North Sydney,Male,Married
19652,Douglas Rodriguez,72,40000.00,0,Bachelors,Management,2,Melton,Male,Single
19653,Tina Gonzalez,73,50000.00,0,Graduate Degree,Management,1,Townsville,Female,Married
19654,Richard Alexander,41,40000.00,0,High School,Skilled Manual,2,Lebanon,Male,Married
19655,Cindy Murphy,40,60000.00,0,Partial College,Skilled Manual,1,West Covina,Female,Single
19656,Sydney Travers,42,30000.00,0,Partial College,Skilled Manual,1,Grossmont,Female,Married
19657,Emily Griffin,45,80000.00,0,Bachelors,Management,1,Renton,Female,Single
19658,Dylan Russell,49,90000.00,4,Bachelors,Management,1,San Gabriel,Male,Single
19659,Wyatt Robinson,48,70000.00,0,Partial College,Skilled Manual,2,Long Beach,Male,Single
19660,Devin Hill,54,80000.00,3,Bachelors,Management,0,Santa Cruz,Male,Married
19661,Nathaniel Cox,49,90000.00,4,Bachelors,Management,1,Metchosin,Male,Single
19662,Lauren Powell,43,90000.00,4,Bachelors,Management,1,Oak Bay,Female,Married
19663,Alex Allen,37,90000.00,4,Partial College,Skilled Manual,3,Ballard,Male,Married
19664,Ethan Alexander,43,100000.00,0,Bachelors,Management,3,Portland,Male,Single
19665,Eduardo Gonzales,49,110000.00,1,Graduate Degree,Management,3,Berkeley,Male,Married
19666,Hailey Alexander,72,10000.00,0,High School,Skilled Manual,2,Hobart,Female,Married
19667,Billy Carlson,72,20000.00,0,High School,Skilled Manual,2,South Melbourne,Male,Married
19668,Erick Patel,38,40000.00,0,Partial College,Skilled Manual,1,Burien,Male,Married
19669,Hailey Hill,39,40000.00,0,Partial College,Skilled Manual,1,Sedro Woolley,Female,Single
19670,Erik Gutierrez,39,60000.00,0,Partial College,Skilled Manual,2,Burbank,Male,Single
19671,Michael Davis,39,60000.00,0,Partial College,Skilled Manual,2,Concord,Male,Married
19672,Rosa Zhao,72,10000.00,1,Partial High School,Clerical,2,Brisbane,Female,Married
19673,Mathew Navarro,72,10000.00,1,Partial High School,Clerical,2,North Ryde,Male,Married
19674,Casey Deng,71,10000.00,1,Partial High School,Clerical,2,Rockhampton,Female,Single
19675,Dwayne Gill,71,20000.00,0,High School,Skilled Manual,2,Cranbourne,Male,Married
19676,Diana Gutierrez,70,20000.00,0,High School,Skilled Manual,2,St. Leonards,Female,Married
19677,Dylan Shan,65,20000.00,0,High School,Skilled Manual,2,Gold Coast,Male,Married
19678,Martin Rodriguez,45,60000.00,1,Graduate Degree,Skilled Manual,0,Burien,Male,Married
19679,Erick Rana,40,60000.00,1,Graduate Degree,Skilled Manual,0,Coronado,Male,Married
19680,Jan King,45,60000.00,1,Graduate Degree,Skilled Manual,0,Lebanon,Female,Married
19681,Morgan King,39,50000.00,1,Graduate Degree,Skilled Manual,0,Haney,Female,Married
19682,Eric Kumar,44,50000.00,1,Bachelors,Skilled Manual,0,Kirkland,Male,Married
19683,Marcus Parker,45,60000.00,0,Graduate Degree,Skilled Manual,0,Milwaukie,Male,Married
19684,Alexandra Lee,47,90000.00,0,Partial College,Professional,1,Olympia,Female,Single
19685,Brandy Perez,53,110000.00,2,Bachelors,Management,4,Beverly Hills,Female,Married
19686,Charles Hernandez,53,130000.00,2,Graduate Degree,Management,2,Daly City,Male,Married
19687,Connor Coleman,53,130000.00,2,Bachelors,Management,3,Newport Beach,Male,Married
19688,Timothy Baker,61,70000.00,3,Partial College,Professional,0,Palo Alto,Male,Married
19689,Elizabeth Gonzales,61,90000.00,1,Partial College,Professional,0,Spokane,Female,Single
19690,Robert White,77,170000.00,0,Graduate Degree,Management,3,Santa Monica,Male,Single
19691,Gabriella Cox,54,90000.00,0,Partial College,Professional,2,Sedro Woolley,Female,Single
19692,Aaron Edwards,53,110000.00,2,Bachelors,Management,4,Beverly Hills,Male,Married
19693,Kayla Foster,54,80000.00,4,Partial College,Professional,3,Vancouver,Female,Married
19694,Stephanie Perez,54,100000.00,2,Partial College,Professional,3,Edmonds,Female,Married
19695,Angel Gonzalez,49,100000.00,2,Partial College,Professional,3,Oregon City,Male,Married
19696,Adam Patterson,55,120000.00,3,Partial College,Professional,4,El Cajon,Male,Married
19697,Isabella Wood,55,120000.00,3,High School,Professional,4,Grossmont,Female,Single
19698,Stephanie Barnes,55,130000.00,3,Bachelors,Management,0,San Diego,Female,Married
19699,Stephanie James,50,90000.00,3,High School,Professional,2,Spokane,Female,Married
19700,Gabriel Hall,50,110000.00,3,Partial College,Professional,4,Burlingame,Male,Married
19701,Arianna Wood,62,60000.00,0,High School,Professional,2,Renton,Female,Married
19702,Edward Diaz,61,60000.00,0,High School,Professional,2,San Gabriel,Male,Married
19703,Katelyn Baker,61,60000.00,0,High School,Professional,2,Beverly Hills,Female,Married
19704,Nathan Collins,62,60000.00,0,High School,Professional,2,Langford,Male,Married
19705,Anna Hughes,62,70000.00,3,High School,Professional,0,Sooke,Female,Single
19706,Benjamin Diaz,61,80000.00,2,Partial College,Professional,0,Olympia,Male,Single
19707,Cole Cooper,57,80000.00,0,Partial High School,Skilled Manual,2,Santa Monica,Male,Married
19708,April Luo,81,80000.00,0,Graduate Degree,Management,2,Colma,Female,Married
19709,Christian Martin,81,40000.00,0,Partial College,Professional,2,Westminster,Male,Married
19710,Arianna Gonzales,56,80000.00,4,Partial College,Professional,3,Port Hammond,Female,Single
19711,Devin Cooper,57,100000.00,2,Partial College,Professional,4,Milwaukie,Male,Single
19712,Eric Phillips,56,100000.00,3,Partial College,Professional,0,Puyallup,Male,Married
19713,Morgan Stewart,51,100000.00,3,Partial College,Professional,1,Redmond,Female,Married
19714,Angela Price,51,120000.00,3,High School,Professional,4,Downey,Female,Single
19715,Elijah Parker,57,120000.00,3,High School,Professional,4,Imperial Beach,Male,Married
19716,Logan Martin,57,60000.00,0,Partial High School,Skilled Manual,2,San Gabriel,Male,Single
19717,Edward Hill,57,60000.00,0,Partial High School,Skilled Manual,2,Woodburn,Male,Single
19718,Taylor Butler,63,70000.00,1,High School,Professional,1,Milwaukie,Female,Married
19719,Hunter Baker,58,70000.00,0,Graduate Degree,Management,2,Novato,Male,Single
19720,Kaitlyn Phillips,63,70000.00,0,Graduate Degree,Management,2,Beaverton,Female,Married
19721,Noah Allen,64,70000.00,0,Graduate Degree,Management,2,Everett,Male,Single
19722,Dalton Bailey,58,70000.00,0,Graduate Degree,Management,2,Lakewood,Male,Married
19723,Olivia Russell,58,70000.00,0,Graduate Degree,Management,2,Colma,Female,Married
19724,Bryce Morris,58,60000.00,0,Graduate Degree,Management,2,Lake Oswego,Male,Single
19725,Alexandria Ramirez,64,40000.00,0,Partial College,Professional,2,Palo Alto,Female,Married
19726,Javier Rubio,80,60000.00,0,Graduate Degree,Management,2,Cliffside,Male,Married
19727,Natasha Vazquez,69,60000.00,0,Graduate Degree,Management,2,Burien,Female,Married
19728,Wyatt Edwards,78,60000.00,0,Graduate Degree,Management,2,Marysville,Male,Married
19729,Nicole Patterson,79,60000.00,0,Graduate Degree,Management,2,Port Hammond,Female,Married
19730,Ricardo Black,78,70000.00,0,Graduate Degree,Management,2,Beverly Hills,Male,Married
19731,Jonathan Allen,79,80000.00,0,Graduate Degree,Management,2,Mill Valley,Male,Married
19732,Kyle Hill,72,60000.00,0,Graduate Degree,Management,2,Bellflower,Male,Single
19733,Caitlin Watson,77,60000.00,0,Graduate Degree,Management,2,Kirkland,Female,Married
19734,Natalie Weisman,78,60000.00,0,Graduate Degree,Management,2,San Diego,Female,Married
19735,Mackenzie Reed,77,70000.00,0,Graduate Degree,Management,2,La Jolla,Female,Married
19736,Rachel Kelly,77,70000.00,0,Graduate Degree,Management,2,San Francisco,Female,Married
19737,Erin Ramirez,71,70000.00,0,Graduate Degree,Management,2,Burien,Female,Single
19738,Henry Martinez,76,70000.00,0,Graduate Degree,Management,2,Bellingham,Male,Married
19739,Lucas Perry,77,70000.00,0,Graduate Degree,Management,2,Chula Vista,Male,Married
19740,Connie Liang,76,70000.00,0,Graduate Degree,Management,2,Bremerton,Female,Single
